id, Blood_Bank_Name, State, District, City,Pincode, Mobile, Email,Name, Qualification , Category, Blood_Component_Available, Apheresis, Service_Time, Date_License_Obtained, Latitude, Longitude
1309,navjivan Blood Bank,Maharashtra,BEED,Beed,431122,9890297246,NULL,NULL,NULL,Charity,NULL,NULL,NULL,NULL,19.000048,75.755254
1310,Arpan Blood Bank Beed,Maharashtra,BEED,Beed,431517,9421352152,NULLndkishor@arpanbloodbank.org,Dr. Ashwini Gore ,"MBBS, DPB",Charity,YES,NULL,24x7,12-07-2013,18.725503,76.390737
1311,Civil Hospital Bhandara Blood Bank,Maharashtra,BHANDARA,Bhandara,441904,9422809711,bloodbank_bhandara@rediffmail.com,Dr. M. L. Kate ,MBBS,Government,NO,NO,24x7,01-01-2013,21.162022,79.65973
1312,Jeevandhara Buldana Urban Blood Bank,Maharashtra,BULDHAna,Buldana,443001,9922527555,maheshbhakkad@gmail.com,Dr. S. R. Patil,MD (Pathology),Charity,YES,NO,24x7,04-02-2013,20.532707,76.180604
1313,Government Hospital Blood Bank,Maharashtra,BULDHAna,Buldana,444303,"09822782898, 09011580154 ","ghkbb134@gmail.com, ms_ghkhamgaon@rediffmail.com",Dr. Anil R. Saorde ,MBBS,Government,NO,NO,24x7,11-07-1990,20.708409,76.566704
1314,Saibai Mote General Hospital Blood Bank,Maharashtra,BULDHAna,Buldana,444203,9764550722,NULL,Dr. P. B. Pandit,MS,Government,NO,NO,24x7,22-04-1998,20.795868,76.696688
1315,Civil Surgeon District General Hospital Blood Bank,Maharashtra,BULDHAna,Buldana,443001,"09423452824, 09422184152 (Tech)",cs_buldhaNULL@rediffmail.com,"Dr. A. K. Pardhe, Sapkale",MBBS,Government,YES,NULL,24x7,01-01-2007,20.533583,76.187482
1316,Dr. Murlidhar Kharche Memorial Jeevan Jyoti Blood Bank,Maharashtra,BULDHAna,Buldana,443101,9423144276,jkpatho@gmail.com,Smt. Dr. Jaishri Kharche,MBBS,Private,NO,NO,24x7,01-12-2000,20.886486,76.207174
1317,Lilavati Blood Bank,Maharashtra,BULDHAna,Buldana,443001,9422180490,NULL,Dr. Ajit Dalsing S.,"MBBS, MD (Pathology)",Private,NO,NO,24x7,01-12-2012,20.534727,76.172461
1318,Shri. Brahman Swrankar Samaj Trust Blood Bank,Maharashtra,BULDHAna,Khamgaon,444303,9422883786,NULL,Dr. Gopal Soni ,"MD (Pathology), DNB ",Charity,YES,NULL,24x7,-,20.543402,76.170956
1319,General Hospital Blood Bank,Maharashtra,CHANDRAPUR,Chandrapur,442402,7620048023,bbchandrapur@gmail.com,Dr. ANULLnt Hazare ,MBBS,Government,YES,NO,24x7,19-07-1990,19.953683,79.296742
1320,Ankur Hospital Blood Bank,Maharashtra,CHANDRAPUR,Chandrapur,442402,9422135495,ankurhospital@rediffmail.com,"Dr. Vilas Mulay, Dr. Mrs. Nilima Mulay",MD (Pathalogy),Charity,YES,NO,24x7,09-01-2007,19.970044,79.30788
1321,Dr. Ninawe Blood Bank,Maharashtra,CHANDRAPUR,Chandrapur,442402,"09422138720, 09421718892",NULL,Dr. Rima.W NiNULLwe,"MBBS, MD",Charity,YES,NULL,24x7,NULL,19.957547,79.295961
1322,Christanand Education Society Blood Bank,Maharashtra,CHANDRAPUR,Chandrapur,441206,9881804284,christaNULLndhosp@gmail.com,Dr. Nitin Chauhan ,MBBS,Charity,NO,NO,24x7,14-06-1993,20.607715,79.855757
1323,Shahada Blood Bank (Whole Human Blood),Maharashtra,DHULE,na,NULL,"09371855918, 08421756756",NULL,NULL,NULL,Charity,NO,NO,24x7,NULL,21.554796,74.472875
1324,Shri Bhausaheb Hire Government Medical College and Hospital Blood Bank,Maharashtra,DHULE,Dhule,424001,9422780176,bloodbankdhule@gmail.com,Dr. Deepak Shejwal,MD (Pathology),Government,NO,NO,24x7,28-07-1989,20.863814,74.761869
1325,navjeevan Medical Relief & Research Society&#39;s Shree navjeevan Blood Bank and Component Laboratary,Maharashtra,DHULE,Dhule,424001,"09881171637, 09422714375, 09422387555",NULLvjeevan.dhule@gmail.com,Dr. Sunil Bhanudas Chaudhari,MBBS,Charity,YES,YES,24x7,04-02-1994,20.894428,74.759698
1326,Jawahar Medical Foundation Blood Bank,Maharashtra,DHULE,Dhule,424001,9922553307,acpm@rediffmail.com,Dr. Ravindra Kotware,MD (Pathology),Charity,NULL,NULL,NULL,NULL,20.90361,74.741293
1327,Jeevan Jyoti Blood Bank,Maharashtra,DHULE,Dhule,424001,9422562094,bb_jyoti@yahoo.com,Dr. ANULLnd Rodrigues   ,MD (Pathalogy),Charity,YES,NULL,24x7,NULL,20.897883,74.775354
1328,Nirnay Janseva Blood Bank,Maharashtra,DHULE,Dhule,424001,9730733888,nirNULLyjansevabloodbank@gmail.com,Dr. P. N. KOCHER ,MBBS,Charity,YES,NO,24x7,16-01-2014,20.904116,74.77767
1329,Arpan Blood Bank,Maharashtra,DHULE,Dhule,424001,"09881907646, 09975000000",NULL,Dr. Seema Patil  ,MD (Pathalogy),Charity,YES,NULL,24x7,27-08-2012,20.904116,74.77767
1330, Late  Shri Mukeshbai Patel Blood Bank ,Maharashtra,DHULE,Dhule,424001,8180062242, bb_shirpur@yahoo.com,Dr. Pradeep SoNULLwane ,MD (Pathology),Charity,YES,YES,24x7,25-02-2013,21.458578,74.961094
1331,Sub-District Rural Hospital Blood Bank,Maharashtra,GADCHIROLI,Gadchiroli,442705,9421925298,ms.sdhaheri@gmail.com,"Dr.KanNULL Madavi, Dr Rajashree Salunkhe   ","MBBS, MD",Government,NO,NO,24x7,01-01-2013,19.414671,80.003753
1332,Civil Surgeon - General Hospital Blood Bank,Maharashtra,GADCHIROLI,Gadchiroli,442605,9421925298,bloodbankgadchiroli@gmail.com,Dr. S. T. Maidamwar   ,MD (Pathalogy),Government,YES,NO,24x7,20-08-1992,20.170208,79.982909
1333,Bai Gangabai Ladies Hospital Blood Bank,Maharashtra,GONDIA,Gondia,441601,7721039074,msbgwhgondia@gmail.com,Dr. BhawaNULL Bajare                                            ,MBBS,Government,NO,NO,24x7,31-03-2012,21.459648,80.196834
1334,Civil Surgeon - District General Hospital Blood Bank,Maharashtra,HINGOLI,Hingoli,431513,9422295417,Bloodbankhingoli@gmail.com,Dr. V. Y. Karpe,MBBS,Government,YES,NO,24x7,29-10-2012,19.721787,77.154487
1335,Civil Hospital Blood Bank,Maharashtra,JALGAON,Jalgaon,425001,9766148307,NULL,"Dr. Kolhe, Dr. Suraj Wani , Dr. Dheeraj Maheshwari, Dr. N. B Ghadge",NULL,Government,YES,NULL,24x7,NULL,21.00845,75.568216
1336,Madhavrao Golwalkar Swayamsevi Blood Bank,Maharashtra,JALGAON,Jalgaon,425001,9421038123,NULL,NULL,NULL,Charity,YES,NO,NULL,NULL,21.016507,75.564845
1337,Jeevan Surabhi Blood Bank,Maharashtra,JALGAON,Jalgaon,424101,9823232307,jsbb@live.in,Dr. MagaNULLlan Jinturkar ,"MBBS, DCH",Charity,NO,NULL,24x7,01-01-2007,20.464642,74.998859
1338,Jeevanshri Raktapedi,Maharashtra,JALGAON,Jalgaon,425401,9226894187,NULL,Dr.Bhimrao R. Baviskar sir,M.B.B.S,Charity,NO,NO,24x7,07-12-2012,21.045399,75.063926
1339,Dhanwantri Blood Bank,Maharashtra,JALGAON,Jalgaon,425201,"09326728048, 07588053642",bloodbank308@yahoo.com,Dr. Pravin NULLrayan Mahajan  ,MD (Pathology),Charity,YES,YES,24x7,29-01-2008,21.034297,75.781029
1340,Godavari Foundation Blood Bank,Maharashtra,JALGAON,Jalgaon,425309,9822771478,NULL,Dr. Umesh Kolhe,NULL,Charity,YES,NULL,24x7,30-10-2009,21.023689,75.705103
1341,Indian Red Cross Society Blood Bank,Maharashtra,JALGAON,Jalgaon,425001,9422296753,ircs_jal@yahoo.in,"Dr. Prakash A. Sanghavi, Dr.Prakash B. Jain",MBBS,Charity,YES,YES,24x7,04-03-2014,21.011122,75.567945
1342,M/s. Jalgaon Blood Bank and Component,Maharashtra,JALGAON,Jalgaon,425002,"09156313025, 09156313026",jalgaon.bb@gmail.com,NULL,NULL,Charity,YES,YES,24x7,26-02-2014,21.00408,75.493766
1343,Askaran Tarachand Jain Blood Bank,Maharashtra,JALGAON,Jalgaon,425107,9423188110,NULL,Dr. Dilip V. Salunke,NULL,Charity,NO,NULL,24x7,NULL,21.008464,75.568216
1344,Civil Surgeon General Hospital Blood Bank,Maharashtra,JALNA,Jalna,431203,9422219635,NULL,NULL,NULL,Government,NULL,NULL,NULL,NULL,19.84031,75.888795
1345,Jankalyan Blood Bank,Maharashtra,JALNA,Jalna,431203,9822215625,jalNULLjankalyan@gmail.com,Dr. Sandeep Kulkarni , MD (Pathology),Charity,YES,NULL,24x7,22-06-2012,19.867491,75.879779
1346,Noor Hospital Blood Bank,Maharashtra,JALNA,Jalna,431202,9960336003,"iimsk11@gmail.com, iimsr11@gmail.",Dr. Jaya Baviskar          ,MD (Pathology),Charity,YES,YES,24x7,27-12-2012,19.860878,75.664447
1347,Rajashri Chatrapati Shahu Maharaj Government Medical College and Chatrapati Pramilaraje General Hospital Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,416001,9175823219,rcsmgmc.cprbloodbank@gmail.com,Dr. AprNULL Kulakarni,MD (Pathalogy),Government,YES,NULL,24x7,NULL,16.701443,74.227074
1348,Late Balasaheb Datye - Lions Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,416115,9860858918,lbbank89@gmail.com,Dr. Vitthal G. Kulkarni,MBBS,Charity,YES,NULL,24x7,01-01-2008,16.681682,74.467741
1349,Rajarshi Shahu Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,416002,9923138264,rsbbkop@gmail.com,Dr. Akshata Ravindra Pawar ,NULL,Charity,YES,NO,24x7,28-01-1993,16.691308,74.244866
1350,Mahatma Gandhi Hospital Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,416137,9823427765,mghbbnewpargaon@gmail.com,Dr. Arjun Bhauso Sutar ,"MBBS, DCP",Charity,NO,NO,24x7,01-01-2012,16.86221,74.240034
1351,Annasaheb Galatge Lions Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,416502,9970222605,anNULLsahebg@gmail.com,Dr. Subhash S. Patil,MD (Pathalogy),Charity,YES,NO,24x7,01-01-2013,16.186455,74.372559
1352,Acharya Shree Tulsi Blood Bank ,Maharashtra,KOLHAPUR,Kolhapur,416101,9423337545,tulsiblood@rediffmail.com,Dr. Rutuja S Pujari ,MBBS,Charity,NO,NO,24x7,21-11-2001,16.785709,74.56459
1353,Dr. D. Y. Patil Hospital Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,416003,9422520357,dypihbt@yahoo.com,Dr. R. M. Deshmukh,MBBS,Charity,YES,YES,24x7,01-06-2009,16.715186,74.256447
1354,Arpan Blood Bank - Blood Component and Apheresis Centre Kolhapur,Maharashtra,KOLHAPUR,Kolhapur,416001,"08605757555, 0231 2640588 to 2640599",babasahebaghav@gmail.com,Dr. R. C. Chinchnikar,MBBS,Charity,YES,NULL,24x7,31-08-2010,19.189209,72.97706
1355,Sai Seva Medical Foundation - Vaibhavlaxmi Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,416001,9422047480,NULL,Dr. VandaNULL Pawar,NULL,Charity,YES,NULL,24x7,31-12-2010,19.205274,72.840465
1356,Kolhapur Municipal Corporation Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,416002,9420493125,kmcbloodbank@ymail.com,Dr .SanjaNULL Sandesh Bhagdi  ,MBBS,Charity,NO,NO,24x7,01-01-2012,16.698607,74.223891
1357,Vande Mataram Samajik Samstha&#39;s - Jeevandhara Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,416008,9422047156,sjivandhara@yahoo.com,Dr. P. V. Gadve ,NULL,Charity,YES,NULL,24x7,30-07-2012,16.69573,74.247263
1358,Sanjeevan Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,416002,9371782825,ssfarakte@yahoo.in,Dr. Priti Rajput,MBBS,Charity,YES,NULL,24x7,04-11-2012,16.706599,74.231346
1359,Shri.R.R.Patil Shikashan Sheti sanshodhan Aani vikas sanstha Blood Bank,Maharashtra,KOLHAPUR,Kolhapur,416115,9823536364,adharbbi@gmail.com,Dr. Mahadev Mane  ,MD (Pathalogy),Charity,YES,YES,24x7,07-08-2014,16.680271,74.461733
1360,Government Medical College General Hospital Blood Bank,Maharashtra,LATUR,Latur,413512,9881417339,"bloodbankgmclatur@yahoo.co.in, csnrhmlatur@rediffmail.com",Dr. Gette K.S.   ,"MBBS, DCP",Government,YES,YES,24x7,31-01-1989,18.39451,76.578201
1361,IRCS - Dr. Bhalchandra Blood Bank,Maharashtra,LATUR,Latur,413512,9421196909,"ircslatur@gmail, bhalbloodbank@rediffmail.com",Dr.J.S.Kulkarni     ,MD (Pathalogy),Charity,YES,YES,24x7,01-01-2008,18.401208,76.580639
1362,Smt. Saraswati Karad Blood Bank,Maharashtra,LATUR,Latur,413512,"09422968442, 09421375504",bloodbank@mimsr.edu.in,Dr. MeeNULL A. Sonwane,"MBBS, DCP",Charity,YES,NO,24x7,02-12-2004,18.429485,76.577846
1363,IRCS nagappa Amberkhane Blood Bank,Maharashtra,LATUR,Latur,413517,9405050145,bloodbankudgir@yahoo.com,Dr. B. M. Shetkar                                               ,MBBS,Charity,YES,NULL,24x7,05-03-2010,18.392306,77.106985
1364,Arpan Blood Bank Latur,Maharashtra,LATUR,Latur,413512,7507771532,balbhim.chavan@arpanbloodbank.org,Dr. KhaNULLpure  ,MD (Pathalogy),Charity,YES,YES,24x7,02-12-2010,18.408491,76.551573
1365,Mauli Blood Bank,Maharashtra,LATUR,Latur,413512,8275599777,maulibloodbanklatur@gmail.com,Dr. Umakant Jadhav  ,MD (Pathalogy),Charity,YES,NO,24x7,11-08-2013,18.451173,73.89143
1366,Global Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400012,9820168514,NULL,Dr. Rajeev Nikte ,NULL,Private,YES,YES,24x7,10-01-2013,18.999282,72.840787
1367,ACTREC,Maharashtra,MUMBAI,Mumbai,410210,7498193900,NULL,NULL,NULL,Government,YES,NO,7.00-9.30pm,NULL,19.065019,73.064508
1368,Deepak Foundation&#39;s Anviksha Blood Bank,Maharashtra,MUMBAI,Mumbai,400077,9820635253,NULL,Dr. Devang R. Shah,MD,Charity,YES,NULL,24x7,01-04-2012,19.082389,72.904481
1369,Ashirwad Blood Bank,Maharashtra,MUMBAI,Mumbai,400014,9820000236,NULL,Dr. Usha Agarwal ,"MBBS, MD",Charity,YES,NULL,24x7,23-06-1905,19.017341,72.848164
1370,Asian Heart Institute and Research Center,Maharashtra,MUMBAI,Mumbai,400051,9820434775,NULL,Dr..ArchaNULL Pednekar  ,MBBS,Private,YES,NULL,24x7,01-02-2003,19.065253,72.860832
1371,B.S.E.S M.G. Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400058,9819456505,NULL, Dr. T. DaNULLtara ,MBBS,Charity,YES,NULL,24x7,13-01-2008,19.119457,72.844948
1372,Bandra Holy Family Hospital Society Blood Bank,Maharashtra,MUMBAI,Mumbai,400050,9892845140,NULL,Dr. Joyce E. Regi          ,MBBS,Charity,YES,NULL,24x7,01-01-2012,19.055059,72.827202
1373,Bhabha Atomic Research Centre Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400094,9619920707,NULL,Dr. VeeNULL Arora  ,MBBS,Government,NO,NULL,24x7,NULL,19.042464,72.914358
1374,Bhatia General Hospital and Blood Bank,Maharashtra,MUMBAI,Mumbai,400007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
1375,Bombay Hospital Trust Blood Bank,Maharashtra,MUMBAI,Mumbai,400020,9820302628,NULL,Dr. Maya Parihar,"MBBS, MD, DPB",Charity,YES,NULL,24x7,30-06-1905,18.94103,72.82816
1376,Borivali Blood Bank (Doshi Memorial Charitable Trust),Maharashtra,MUMBAI,Mumbai,400103,9821052413,NULL,"Dr. Dinesh P. Vyas, Mr. Dinesh Asher",MBBS,Charity,YES,NULL,24x7,NULL,19.199816,72.845937
1377,Breach Candy Hospital And Research Centre Blood Bank,Maharashtra,MUMBAI,Mumbai,400026,9820286291,NULL,Dr. AnNULL Thomas  ,MBBS,Charity,YES,NULL,24x7,19-01-2007,18.972677,72.804312
1378,B. Y. L. nair Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400008,9820887694,NULL,Dr. Mrs. Nitin Madhav Vallvi,"MBBS, MD",Government,YES,NULL,24x7,01-01-2008,18.974279,72.822573
1379,Cama and Albles Hospital - Abdul Fazalbhoy Blood Bank,Maharashtra,MUMBAI,Mumbai,400001,9867798441,NULL,Dr. Vikash maindad   ,MBBS,Government,NO,NULL,24x7,NULL,18.941948,72.832185
1380,Cumbala Hill Hospital And Heart Institute Blood Bank,Maharashtra,MUMBAI,Mumbai,400036,9821097083,NULL,Dr. Vivek G. Shirguppi ,MD (Pathalogy),Charity,YES,NULL,24x7,01-01-2002,0,0
1381,Dr. Babasaheb Ambedkar Memorial Hospital - Central Railway Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
1382,Dr. L. H. Hiranandani Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400076,9619597757,NULL,Dr. Lincy Jacob,"MBBS, GCTP, MBA",Charity,YES,NULL,24x7,26-06-1905,19.120591,72.917105
1383,ESIC Model Hospital cum ODC Blood Bank,Maharashtra,MUMBAI,Mumbai,400 093,8691853888,esicbloodbank.andheri93@gmail.com,Dr. Prashant Kumavat,MD (Pathology),Government,YES,NO,24x7,20-07-2015,19.118392,72.86724
1384,Fortis Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400078,9519298226,bloodbank.mul@fortishealthcare.com,Dr. MINI AGRAWAL,"MBBS, DCP",Private,YES,YES,24x7,18-12-2009,19.162122,72.942063
1385,G. T. Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400001,7738645537,NULL,Dr. Mallika Premraj                                             ,MBBS,Government,NO,NULL,24x7 ,NULL,18.946532,72.833317
1386,Hematology Laboratory Blood Bank,Maharashtra,MUMBAI,Mumbai,400004,9820070001,NULL,Dr. Sunil Parekh,MD ,Private,YES,NULL,8.30 am to 4.30pm ; Monday - Friday ;,01-06-1994,19.183375,72.853442
1387,Harilal Bhagwati Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400103,9820368493,NULL,Dr. NULLvNULLth Jadhav    ,MBBS,Government,NO,NULL,24x7,NULL,19.245458,72.856027
1388,Suburban Hi-tech Blood Bank,Maharashtra,MUMBAI,Mumbai,400097,9004437823,NULL,Dr. Rajkumar Rawlani                          ,MD (Pathalogy),Private,YES,YES,24x7,07-02-2008,19.183781,72.849166
1389,Holy Spirit Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400093,9869449892,NULL,Dr. Manisha Kamat ,"MBBS, DPB",Charity,YES,NULL,24x7,01-01-2008,19.128442,72.866496
1390,Indian Red Cross Society Bombay City Branch Blood Bank,Maharashtra,MUMBAI,Mumbai,400001,9819424404,NULL,Dr. Mrs. N. K. NULLidu ,"MD, DTM",Charity,YES,YES,7.30am - 10.00pm,06-05-2012,18.932476,72.836574
1391,INS - Ashwini Blood Bank,Maharashtra,MUMBAI,Mumbai,400005,9819069863,NULL,Surg.Cor.Kavita ANULLnd  ,NULL,Government,YES,NULL,24x7,17-08-2006,18.901263,72.815698
1392,Jaslok Hospital And Research Centre Blood Bank,Maharashtra,MUMBAI,Mumbai,400026,9321793987,NULL,Dr. Harish S. Ahuja ,MD (Pathalogy),Charity,YES,NULL,24x7,NULL,18.971653,72.809968
1393,K. B. Bhabha General Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400050,9820076632,NULL,Dr. Shashikala A. NULLdkarni,MBBS,Government,NO,NULL,24x7,22-06-1990,19.057493,72.833636
1394,K. J. Somaiya Medical College and Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400022,9819426169,NULL,Dr. Pradnya Kulkarni    ,"MBBS, DPB",Charity,YES,NULL,24x7,07-03-2008,19.047282,72.874706
1395,Kapoorben Vasanji Lathiya Blood Bank - nanavati Hospital,Maharashtra,MUMBAI,Mumbai,400056,NULL,NULL,Dr. Rinku Bhatia,MBBS;DPB;DHA,Charity,YES,NO,24x7,22-03-1990,19.095831,72.840101
1396,K. E. M. Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400012,9869104114,NULL,Dr. Jayashree Sharma,"MD (Pathalogy), DTM",Government,YES,YES,24x7,01-01-2012,19.001515,72.841877
1397,Kohinoor Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400070,7666188848,NULL,Dr. Sarfaraz Chowdhary  ,"MBBS, MD",Private,YES,NULL,24x7,14-12-2010,19.076212,72.886208
1398,Kokilaben Dhirubhai Ambani Blood Bank,Maharashtra,MUMBAI,Mumbai,400053,9320070111,NULL,Dr. Nidhi Mehta ,"MBBS, MD",Charity,YES,YES,24x7,27-02-2009,19.131221,72.824772
1399,Lilavati Hospital and Research Centre Blood Bank,Maharashtra,MUMBAI,Mumbai,400050,9869522828,NULL,Dr. Shubhangi Saraswat,"MD, DNBC (Pathalogy)",Charity,YES,NULL,24x7,01-01-2008,19.051089,72.828889
1400,Lokmanya Tilak Municipal Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400022,9892245254,NULL,Dr. SuryaNULLth  Tripathi        ,NULL,Government,YES,YES,24x7,29-03-2012,19.036984,72.859049
1401,M. T. Agarwal Municipal General Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400080,"09869685857, 09930468583",NULL,NULL,NULL,Government,NULL,NULL,8.00am - 4.00pm (Sunday&#39;s & Public Holidays closed),NULL,19.177861,72.946234
1402,Mahatma Gandhi Seva Mandir Blood Bank,Maharashtra,MUMBAI,Mumbai,NULL,NULL,NULL,Dr. Kishor Jha,"MD (Pathology), DPS",Charity,YES,YES,24x7, 01-11-2008,19.055801,72.836932
1403,Manas Serological Institute Blood Bank,Maharashtra,MUMBAI,Mumbai,400102,9833832271,NULL,Dr. Cesamon Ponchol ,"MBBS, MD",Charity,YES,NULL,24x7,13-10-2010,19.13522,72.848108
1404,Masina Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400027,8879231091,"bloodbankmasiNULL@gmail.com, bloodbankmasiNULL@rediffmail.com",Dr. S. B. DHANDE,MD (Pathology),Charity,YES,NO,24x7,18-12-2015,18.974886,72.835711
1405,Mumbai Port Trust Blood Bank,Maharashtra,MUMBAI,Mumbai,400037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
1406,N.  Wadia Maternity  Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400012,9004362229,wadiabloodbank@gmail.com,"Dr.Rima ANULLnd, Dr. Rashmin Jain  ","MBBS, MD, MBBS MD",Charity,NO,NULL,24 X 7,23-04-1991,19.003238,72.842837
1407,Matoshri Valbai Mulji Shah - Arpan Blood Bank,Maharashtra,MUMBAI,Mumbai,400078,9423696022,NULL,Dr. Rajni Chattraj  ,"MBBS, MD",Charity,YES,NULL,24x7,17-07-2008,19.142653,72.933304
1408,navjivan Blood Bank and Lab,Maharashtra,MUMBAI,Mumbai,400092,9820040536,NULL,Dr. G. V. Sharma   ,MBBS,Private,NULL,NULL,24x7,24-02-2005,19.23024,72.852643
1409,P. D. Hinduja national Hospital And Medical Research Centre Blood Bank,Maharashtra,MUMBAI,Mumbai,400016,9820606355,NULL,Dr. ANULLnd Deshpande,MD,Charity,YES,YES,24x7,NULL,19.033615,72.838105
1410,Meenatai Thackeray Blood Bank - Siddharth Hospital,Maharashtra,MUMBAI,Mumbai,400104,9320918214,NULL,Dr. ASHA PADVI,"MBBS, DPB",Charity,YES,YES,24x7,09-09-2004,19.159649,72.840284
1411,Prince Aly Khan Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400010,9821035341,NULL,Dr. Vijay Laxmi Ray   ,MD (Pathology),Charity,YES,YES,24x7,03-03-2010,18.97084,72.836617
1412,Dr. R. N. Cooper General Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400056,9987063770,NULL,"Dr. Yaseen Khatib, Dr Richa Patel , Dr Parag    ",MD (Pathology),Government,NO,NO,24x7,01-03-1991,19.107714,72.835618
1413,Rajawadi Blood Bank - Seth V. C. Gandhi & M. A. Vora Municipal General Hospital,Maharashtra,MUMBAI,Mumbai,400077,9892784878,NULL,Dr. Sharad Arulekar ,MBBS,Government,NO,NO,24x7,28-05-2008,19.079304,72.901693
1414,S. L. Raheja Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400016,9821241031,NULL,Dr. Neelam Nijhara  ,"MBBS, DPH",Charity,YES,YES,24x7,14-07-2009,19.046572,72.842207
1415,S. R. Mehta and Sir. K.P. Cardiac Institute Blood Bank,Maharashtra,MUMBAI,Mumbai,400022,9987020981,NULL,Dr. Suresh Kothari  ,MD,Charity,YES,YES,24x7,25-06-2001,19.032412,72.85958
1416,Saifee Hospital Trust Blood Bank,Maharashtra,MUMBAI,Mumbai,400004,9869784307,NULL,Dr. Mrs.Ainy A. Choonia   ,"MBBS, DPB",Charity,YES,YES,24x7,16-08-2005,18.952471,72.818058
1417,Sarvodaya Hospital Samarpan Blood Bank,Maharashtra,MUMBAI,Mumbai,400086,9594032520,NULL,M. S. PooNULLm Yadav,B.Sc. (Micro) & PGDMLT,Charity,YES,YES,24x7,16-06-2007,19.089801,72.907187
1418,Seven Hills Health Care Private Limited Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400059,9820339204,NULL,Dr. M. V. Doshi  ,"MBBS, MD",Private,YES,YES,24x7,21-10-2010,19.117797,72.87809
1419,Shushrusha Citizens Co-operative Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400028,9022240366,NULL,Dr. Ajay Madhav Gode   ,"MBBS, MD",Charity,YES,NULL,24x7,29-04-2002,19.023426,72.837899
1420,Sir J.J.Group of Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400008,9322106373,NULL,"Dr. Bharath Ghodke        ,","MBBS, MD",Government,NO,NO,24x7,19-10-2011,18.962909,72.833639
1421,Sir J.J.Mahanagar Rakthapedhi,Maharashtra,MUMBAI,Mumbai,400008,8275001905,NULL,Dr. Hitesh Pagare   ,MD (Pathalogy),Charity,YES,YES,24x7,NULL,18.963334,72.832489
1422,Saint George&#39;s Hospital & Regional  Blood Bank,Maharashtra,MUMBAI,Mumbai,400001,9867993451,NULL,Dr. Bharath Ghodke          ,MD (Pathalogy),Government,YES,NULL,24x7,14-08-1997,18.94027,72.837319
1423,Tata Memorial Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400012,9820340073,NULL,Dr. S. B. Rajadhyaksha  ,"MD(Pathalogy), DTM, PGDMLS",Government,YES,YES,24x7,30-01-1979,19.004856,72.842945
1424,The B.D. Petit Parsee General Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400036,9323570506,NULL,"Dr. Puja Pandey, Dr. Amin Ansari  ","MBBS, MD",Charity,YES,NULL,24x7,06-05-2009,18.968704,72.805743
1425,V. N. Desai Municipal General Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,400055,9820618132,NULL,Dr. Jairaj Acharya ,MBBS,Government,NO,NO,8.00am to 9.00pm (Sunday&#39;s & public holidays closed),01-01-2013,19.078822,72.844994
